amount,hour,distance_from_home,merchant_risk,device_trust,international,velocity_24h,account_age_days,is_fraud
10.5,3,42.26,0.808,0.511,0,9,2411,0
102.8,18,1.49,0.726,0.381,0,2,346,0
76.7,3,84.65,0.528,0.051,0,9,2161,1
4.7,9,108.9,0.329,0.799,0,4,1897,0
5.52,13,20.22,0.352,0.506,0,8,2508,0
62.93,4,116.99,0.245,0.909,0,3,2510,0
23.27,2,23.63,0.505,0.148,0,4,766,0
16.87,15,61.12,0.126,0.034,0,3,329,1
91.2,12,53.72,0.241,0.293,0,6,2452,0
76.38,13,15.37,0.477,0.135,0,10,2116,1
151.3,11,50.43,0.454,0.32,0,10,1174,0
15.85,10,2.23,0.518,0.525,0,7,1198,0
26.52,4,1.93,0.945,0.882,0,7,2156,1
82.05,11,15.08,0.119,0.274,0,3,1211,0
15.02,3,116.27,0.666,0.141,0,9,721,1
48.86,0,30.16,0.822,0.37,0,10,1776,0
43.83,9,112.54,0.716,0.919,1,7,2050,1
53.64,11,73.25,0.744,0.222,1,3,2106,1
28.32,21,67.54,0.707,0.315,0,7,441,0
68.62,17,48.7,0.878,0.036,0,1,1037,1
51.63,4,29.82,0.187,0.497,1,2,2144,0
8.79,6,55.7,0.039,0.688,0,10,991,0
34.23,5,94.63,0.841,0.875,0,8,2610,1
24.5,3,11.12,0.963,0.897,0,7,1861,1
47.84,14,140.88,0.661,0.348,0,3,2011,0
138.45,21,12.05,0.291,0.507,0,7,279,0
16.56,13,22.35,0.442,0.399,0,5,2018,0
10.11,9,26.71,0.221,0.876,0,2,2542,0
11.3,23,0.96,0.379,0.78,0,6,2294,1
82.74,22,11.72,0.801,0.911,0,4,2294,0
13.98,15,1.94,0.283,0.024,0,4,168,0
47.49,23,94.16,0.862,0.077,0,7,112,1
123.81,4,4.52,0.588,0.391,0,5,1355,0
60.87,14,10.19,0.264,0.656,0,5,1789,1
28.14,17,31.79,0.382,0.993,0,6,2268,0
31.04,0,22.79,0.232,0.37,0,5,1391,1
45.0,17,8.34,0.865,0.49,0,3,1681,0
31.83,18,64.33,0.059,0.493,0,6,646,1
72.73,0,14.05,0.209,0.562,0,8,1312,0
17.9,15,32.51,0.859,0.993,1,2,1773,0
17.36,5,33.02,0.121,0.197,0,2,189,0
35.92,16,30.05,0.749,0.547,0,5,511,0
62.77,19,99.14,0.564,0.166,0,4,2544,0
22.77,15,27.97,0.936,0.927,0,3,702,0
31.7,2,225.32,0.006,0.701,0,2,2232,0
7.57,19,7.66,0.35,0.559,0,1,819,0
43.7,19,65.55,0.934,0.561,0,4,347,0
17.48,5,13.73,0.102,0.797,0,7,1382,0
134.81,23,92.27,0.668,0.473,0,4,916,1
61.45,5,29.04,0.0,0.078,0,3,2125,0
29.79,9,31.23,0.117,0.56,0,7,2922,0
20.61,16,3.66,0.605,0.214,0,5,2943,1
31.07,22,70.01,0.685,0.558,0,6,759,1
25.36,21,19.11,0.424,0.617,0,4,1596,0
18.28,6,0.25,0.31,0.094,0,5,2089,0
43.0,8,46.18,0.398,0.996,0,5,2591,1
40.79,22,118.13,0.997,0.632,0,8,2682,0
5.38,4,3.89,0.834,0.119,0,1,1317,1
11.53,0,18.2,0.672,0.9,0,3,2433,0
30.03,21,23.23,0.838,0.67,1,9,634,0
12.31,8,42.2,0.689,0.409,0,1,1304,0
26.29,18,81.38,0.086,0.93,1,2,777,0
11.93,0,65.5,0.789,0.218,0,2,2996,0
15.21,6,61.92,0.738,0.31,0,5,759,1
43.03,6,14.33,0.199,0.979,0,8,1113,1
26.26,20,33.31,0.83,0.687,0,10,1609,1
27.87,21,71.59,0.207,0.7,0,5,401,0
21.34,8,1.44,0.115,0.658,0,3,1943,0
27.13,18,104.19,0.322,0.105,0,1,680,0
18.46,3,9.32,0.358,0.163,0,1,1828,0
31.51,13,59.08,0.474,0.244,0,10,1413,1
31.5,7,64.82,0.901,0.507,0,5,2395,0
8.94,9,97.96,0.965,0.943,0,10,601,1
98.78,4,72.76,0.459,0.165,1,3,850,0
26.71,7,87.76,0.437,0.724,1,9,1562,1
41.26,6,109.8,0.668,0.831,0,2,1617,0
56.98,10,102.73,0.82,0.73,0,7,2217,1
34.27,18,1.23,0.886,0.178,0,6,1422,0
31.16,7,6.69,0.188,0.211,0,6,1603,0
31.45,12,50.61,0.481,0.261,0,3,699,0
37.65,2,19.13,0.733,0.656,0,1,688,0
43.68,14,0.52,0.654,0.67,0,1,1270,0
54.56,14,31.38,0.781,0.712,0,6,487,0
21.71,4,0.31,0.948,0.708,0,9,2547,0
34.16,9,1.83,0.868,0.46,1,10,2841,1
26.22,0,35.21,0.179,0.357,1,6,1249,0
45.48,1,34.1,0.396,0.175,0,3,622,0
31.86,14,52.56,0.244,0.826,0,9,2360,0
13.67,4,42.3,0.724,0.812,1,9,352,1
48.7,12,1.02,0.95,0.257,0,2,1805,0
99.27,9,43.02,0.539,0.794,0,1,1562,0
12.74,5,14.59,0.671,0.605,0,5,1146,1
5.16,21,6.25,0.267,0.599,0,6,427,0
12.93,2,42.53,0.728,0.609,0,7,2630,0
41.07,17,0.57,0.341,0.346,0,8,2073,1
88.38,8,23.21,0.661,0.571,1,8,2329,0
38.94,10,27.03,0.467,0.156,0,10,1470,0
21.65,9,36.58,0.491,0.235,0,3,1580,0
41.5,5,65.53,0.984,0.979,0,6,921,1
45.27,11,44.77,0.664,0.687,0,6,2087,0
11.99,15,63.63,0.286,0.925,1,3,1668,0
39.31,14,48.05,0.683,0.098,0,7,1743,1
61.68,4,42.34,0.503,0.081,0,7,123,1
15.7,15,51.89,0.952,0.023,0,7,2291,1
29.3,7,8.67,0.937,0.921,0,5,295,0
16.56,7,51.79,0.444,0.242,0,8,2078,0
9.6,2,0.31,0.032,0.677,0,8,1608,1
31.08,22,34.68,0.716,0.607,0,1,1826,0
58.33,12,79.29,0.725,0.04,0,9,2607,0
32.5,4,84.5,0.758,0.58,0,3,1531,0
63.16,3,18.02,0.694,0.458,0,4,1094,1
55.27,14,54.11,0.568,0.594,0,3,2167,0
19.17,11,56.3,0.307,0.716,0,5,1976,0
49.34,22,6.19,0.607,0.859,0,4,144,0
42.2,0,13.51,0.721,0.745,0,7,1983,0
17.59,4,39.81,0.501,0.523,0,8,2685,1
38.27,12,0.65,0.947,0.342,0,4,644,1
250.59,20,9.87,0.499,0.569,0,1,2176,0
63.63,1,22.87,0.099,0.33,1,9,2220,0
38.85,1,26.63,0.523,0.245,0,3,2855,0
71.92,22,27.4,0.04,0.609,0,2,808,0
16.97,6,11.62,0.586,0.581,0,9,239,1
46.66,3,26.24,0.476,0.1,0,10,2025,1
10.44,3,57.28,0.443,0.643,0,10,1898,0
19.87,8,30.53,0.177,0.507,0,5,1112,0
22.09,17,31.47,0.626,0.111,0,3,2027,1
117.87,15,8.01,0.066,0.432,0,8,1432,0
39.21,3,64.76,0.213,0.502,0,9,1962,1
17.35,18,50.15,0.324,0.192,0,3,676,0
247.58,8,11.69,0.263,0.934,0,6,623,0
253.63,10,26.88,0.425,0.394,0,7,256,0
12.22,14,65.56,0.019,0.704,0,5,1237,0
10.88,12,17.73,0.56,0.199,0,9,1832,0
17.16,10,57.74,0.941,0.593,0,1,2730,0
41.82,1,45.93,0.276,0.369,0,2,1962,1
62.76,23,24.03,0.152,0.15,0,4,2331,1
15.34,21,13.59,0.531,0.291,1,2,2894,0
5.75,14,61.9,0.215,0.321,0,6,1394,1
92.55,19,61.96,0.023,0.119,0,7,2022,0
114.39,18,25.87,0.032,0.504,0,9,2045,0
28.22,2,37.49,0.974,0.781,0,9,389,1
32.09,6,62.73,0.767,0.431,0,8,653,0
22.32,22,60.52,0.949,0.889,0,5,56,0
26.98,7,39.51,0.768,0.532,0,4,2382,0
42.02,4,10.39,0.182,0.026,0,1,551,0
98.08,10,118.69,0.658,0.202,0,5,984,0
19.31,4,94.53,0.944,0.123,0,1,1848,0
70.29,1,26.64,0.399,0.206,0,2,410,0
37.46,16,5.84,0.757,0.12,0,10,1497,0
26.31,2,72.38,0.36,0.255,1,8,96,1
76.54,3,19.71,0.946,0.837,0,5,969,0
6.69,12,93.92,0.016,0.964,0,6,215,0
15.79,4,32.9,0.14,0.47,1,10,889,0
53.17,13,77.99,0.419,0.175,0,3,2768,0
13.74,9,23.26,0.373,0.841,0,1,135,0
12.66,19,57.69,0.17,0.1,0,4,407,0
33.49,17,26.13,0.857,0.809,1,8,1953,0
